10th_century	27	0.323966	5575.09	0.00049973
11th_century	49	0.336178	6653.51	0.000435018
12th_century	46	0.338251	14201	0.000561223
13th_century	35	0.32163	8544.39	0.000586013
14th_century	32	0.325238	5366.38	0.000469775
15th_Marine_Expeditionary_Unit	25	0.327047	20.0709	2.335e-05
15th_century	58	0.340151	18530.1	0.000745565
16_Cygni	9	0.274004	2291.73	2.4136e-05
16_Cygni_Bb	13	0.2979	48.8329	2.41338e-05
16th_century	92	0.359338	36831.6	0.000887894
1755_Lisbon_earthquake	24	0.323914	104.292	4.09617e-05
17th_century	88	0.358449	29002	0.000770919
1896_Summer_Olympics	28	0.32949	17.9596	3.18094e-05
18th_century	96	0.365355	60652.2	0.00116511
1928_Okeechobee_Hurricane	18	0.320613	126.836	4.05934e-05
1973_oil_crisis	52	0.346927	3636.07	0.000145706
1980_eruption_of_Mount_St._Helens	44	0.335067	278.704	2.81636e-05
1997_Pacific_hurricane_season	17	0.30874	12.2516	2.34974e-05
19th_century	168	0.385192	156818	0.0018634
1_Ceres	33	0.320335	1045.6	7.10962e-05
1st_century	38	0.326389	3255.79	0.000354697
1st_century_BC	33	0.321121	1982.63	0.000414358
2-6-0	5	0.301665	70.8523	2.98184e-05
2-8-0	7	0.300659	1101.03	2.82844e-05
2003_Atlantic_hurricane_season	19	0.30313	7050.33	3.87104e-05
2004_Atlantic_hurricane_season	41	0.320082	7526.08	5.54283e-05
2004_Indian_Ocean_earthquake	71	0.356716	7887.48	0.000123649
2005_Atlantic_hurricane_season	57	0.333142	22741.8	8.94395e-05
2005_Hertfordshire_Oil_Storage_Terminal_fire	11	0.310725	0	2.17202e-05
2005_Kashmir_earthquake	13	0.299682	295.539	7.00687e-05
2005_Lake_Tanganyika_earthquake	16	0.299712	0	2.17202e-05
2005_Sumatra_earthquake	22	0.307285	27.8875	2.6138e-05
20th_century	94	0.369144	86348.9	0.00180238
21st_century	156	0.390005	51282.7	0.000331801
2nd_century	29	0.325421	4164.71	0.000263135
3_Juno	10	0.294999	22.4223	4.75232e-05
3rd_century	34	0.328903	1587.03	0.000323731
4-2-0	5	0.290189	56.5775	3.69486e-05
4-4-0	11	0.286947	5713.96	5.45305e-05
4-6-0	6	0.298448	121.324	3.87883e-05
47_Ursae_Majoris	17	0.296594	4617.35	2.5921e-05
47_Ursae_Majoris_b	14	0.291126	18.9628	2.49447e-05
47_Ursae_Majoris_c	12	0.276374	0.542603	2.46961e-05
4_Vesta	22	0.309205	131.694	5.89267e-05
4th_century	32	0.327311	2552.11	0.000461227
55_Cancri	24	0.299329	10395.3	4.48596e-05
55_Cancri_b	15	0.280423	13.193	2.96841e-05
55_Cancri_c	14	0.281278	6.72758	2.81115e-05
55_Cancri_d	16	0.292679	59.1515	2.83253e-05
55_Cancri_e	17	0.292342	10.8453	2.52096e-05
5th_century	37	0.336568	3074.84	0.00048256
6-2-0	4	0.301508	36.1876	2.61818e-05
6th_century	45	0.334763	3062.08	0.000383938
7th_century	42	0.334377	8524.68	0.00052648
8th_century	46	0.340294	5169.57	0.00039916
90377_Sedna	17	0.316932	493.329	4.91724e-05
9th_century	46	0.336624	6771.46	0.000686947
A._E._J._Collins	10	0.302797	0	2.17202e-05
ABO_blood_group_system	21	0.322678	1550.33	3.77324e-05
AC_DC	29	0.335205	0	2.17202e-05
AIDS	41	0.347105	9332.87	0.000406419
AK-47	36	0.333114	231.941	3.61623e-05
ALCO_FA	7	0.292637	46.2703	2.65502e-05
ASCII	6	0.248287	728.79	9.47393e-05
AT&T	11	0.306936	2353.79	8.55709e-05
ATLAS_experiment	18	0.287007	0	2.17202e-05
A_Christmas_Carol	18	0.320183	412.23	3.58734e-05
A_Tale_of_a_Tub	17	0.298317	50.9881	2.52876e-05
A_Wrinkle_in_Time	15	0.313025	0	2.17202e-05
A_cappella	12	0.291209	592.436	8.10276e-05
Aachen	34	0.339838	2342.36	0.000124898
Aardvark	21	0.312972	343.681	3.1531e-05
Aarhus	26	0.331022	46.1704	4.4315e-05
Abacus	10	0.300326	793.822	0.000121795
Abacá	8	0.289618	0	2.17202e-05
Abadan	12	0.29836	9.80998	2.63379e-05
Abbadid	9	0.297515	0	2.17202e-05
Abbas_I_of_Persia	15	0.311608	0	2.17202e-05
Abbasid	18	0.299086	446.032	0.000216423
Abbey	19	0.311531	364.366	8.18479e-05
Abbey_Theatre	17	0.321885	2452.84	4.66713e-05
Abbot	22	0.304861	1251.43	0.000127497
Abel_Tasman	15	0.305342	48.3804	6.00119e-05
Aberdeen	45	0.339128	2219.08	0.000111891
Aberration_of_light	18	0.307587	23.9292	2.99686e-05
Aberystwyth	13	0.311077	131.439	4.1455e-05
Abhidhamma_Pitaka	6	0.262297	125.82	7.14498e-05
Abidjan	23	0.315038	1104.56	7.9522e-05
Abkhazia	32	0.327469	413.6	7.10111e-05
Able_Archer_83	15	0.318299	6.76004	2.90498e-05
Abraham_Goldfaden	25	0.32511	0	2.17202e-05
Abraham_Lincoln	36	0.321757	8215.11	0.000305101
Absinthe	37	0.337323	2753.41	3.40474e-05
Absolute_zero	17	0.304838	839.899	0.000101984
Abstract_art	7	0.282374	205.661	7.85296e-05
Abu_Dhabi	24	0.325291	592.6	7.39292e-05
Abuja	6	0.279881	76.3382	6.39927e-05
